Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[1004]   0.0    0.00    0.00       6         std::_Miter_base<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > >(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >) [1004]
                0.00    0.00       6/6           std::_Iter_base<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >, false>::_S_base(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >) [989]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >, __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > >(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >, __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >, __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >) [1044]
[1005]   0.0    0.00    0.00       6         std::_Niter_base<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > >(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >) [1005]
                0.00    0.00       6/6           std::_Iter_base<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >, true>::_S_base(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >) [990]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::vector(std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > const&) [1003]
[1006]   0.0    0.00    0.00       6         dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > >, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>*, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >(__gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > >, __gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > >, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>*, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> >&) [1006]
                0.00    0.00       6/6           bool __gnu_cxx::operator!=<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > >(__gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > > const&, __gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > > const&) [978]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::vector(std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > const&) [416]
[1007]   0.0    0.00    0.00       6         double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > >, double*, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > >, double*, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> >&) [1007]
                0.00    0.00       6/6           bool __gnu_cxx::operator!=<double const*, std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > const&) [979]
-----------------------------------------------
                0.00    0.00       6/6           void std::swap<unsigned long*>(unsigned long*&, unsigned long*&) [1108]
[1008]   0.0    0.00    0.00       6         std::remove_reference<unsigned long*&>::type&& std::move<unsigned long*&>(unsigned long*&) [1008]
-----------------------------------------------
                0.00    0.00       5/5           dlib::kkmeans<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::set_number_of_centers(unsigned long) [132]
[1009]   0.0    0.00    0.00       5         dlib::scoped_ptr<dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::default_deleter<dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > >::reset(dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >*) [1009]
-----------------------------------------------
                0.00    0.00       5/5           dlib::memory_manager_stateless_kernel_1<dlib::scoped_ptr<dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::default_deleter<dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > >::allocate_array(unsigned long) [1054]
[1010]   0.0    0.00    0.00       5         dlib::scoped_ptr<dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::default_deleter<dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > >::scoped_ptr(dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >*) [1010]
                0.00    0.00       5/2117519     dlib::noncopyable::noncopyable() [432]
-----------------------------------------------
                0.00    0.00       5/5           void Eigen::internal::conditional_aligned_free<true>(void*) [1012]
[1011]   0.0    0.00    0.00       5         Eigen::internal::aligned_free(void*) [1011]
-----------------------------------------------
                0.00    0.00       5/5           void Eigen::internal::conditional_aligned_delete_auto<float, true>(float*, unsigned long) [1013]
[1012]   0.0    0.00    0.00       5         void Eigen::internal::conditional_aligned_free<true>(void*) [1012]
                0.00    0.00       5/5           Eigen::internal::aligned_free(void*) [1011]
-----------------------------------------------
                0.00    0.00       2/5           Eigen::DenseStorage<float, -1, -1, -1, 0>::resize(long, long, long) [1014]
                0.00    0.00       3/5           Eigen::DenseStorage<float, -1, -1, -1, 0>::~DenseStorage() [1020]
[1013]   0.0    0.00    0.00       5         void Eigen::internal::conditional_aligned_delete_auto<float, true>(float*, unsigned long) [1013]
                0.00    0.00       5/5           void Eigen::internal::conditional_aligned_free<true>(void*) [1012]
-----------------------------------------------
                0.00    0.00       4/4           Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::resize(long, long) [1015]
[1014]   0.0    0.00    0.00       4         Eigen::DenseStorage<float, -1, -1, -1, 0>::resize(long, long, long) [1014]
                0.00    0.00       2/5           void Eigen::internal::conditional_aligned_delete_auto<float, true>(float*, unsigned long) [1013]
                0.00    0.00       2/3           float* Eigen::internal::conditional_aligned_new_auto<float, true>(unsigned long) [1031]
-----------------------------------------------
                0.00    0.00       2/4           void Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::_init2<int, int>(long, long, Eigen::internal::enable_if<true, int>::type*) [1066]
                0.00    0.00       2/4           void Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::resizeLike<Eigen::Matrix<float, -1, -1, 0, -1, -1> >(Eigen::EigenBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> > const&) [409]
[1015]   0.0    0.00    0.00       4         Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::resize(long, long) [1015]
                0.00    0.00       4/4           Eigen::DenseStorage<float, -1, -1, -1, 0>::resize(long, long, long) [1014]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<dlib::dlib_pick_initial_centers_data>::~allocator() [1018]
[1016]   0.0    0.00    0.00       4         __gnu_cxx::new_allocator<dlib::dlib_pick_initial_centers_data>::~new_allocator() [1016]
-----------------------------------------------
                0.00    0.00       2/4           dlib::array<dlib::scoped_ptr<dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::default_deleter<dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > >, dlib::memory_manager_stateless_kernel_1<char> >::set_max_size(unsigned long) [403]
                0.00    0.00       2/4           dlib::array<dlib::scoped_ptr<dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::default_deleter<dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > >, dlib::memory_manager_stateless_kernel_1<char> >::set_size(unsigned long) [1058]
[1017]   0.0    0.00    0.00       4         dlib::array<dlib::scoped_ptr<dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::default_deleter<dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > >, dlib::memory_manager_stateless_kernel_1<char> >::reset() const [1017]
-----------------------------------------------
                0.00    0.00       2/4           void dlib::pick_initial_centers<std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >(long, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >&, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&, dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&, double) [34]
